sample,reference,np_source,np_type,np_core,diameter_mean,diameter_max,diameter_min,length_mean,length_max,length_min,molecular_weight,density,dispersity_original,hydrodynamic_size,dispersity_water,surface_area,aggregate_size_mean,aggregate_size_max,aggregate_size_min,zeta_potential,image,shape,purity,coating,coating_material,crystalline,centrifuge,stir,stirring,stirring_rate,sonication,sonication2,sonication_freq.,filter,solubilization_media,maximal_dose,minimal_dose,dissolved_cation,ph,exposure_time,exposure_day,water,materials_in_water,concentration_of_materials,number_of_daphina,daphnia_age_hour,test_solution,container_size,repeating_number,rpm,food ,menu,food_concentration,test_solution_renewer,temperature,radiation,ec50,ec_ul,ec_ll,immobilisation_rate,immobilisation_concentration,lc50,lc_ul,lc_ll,mortality,mortality_concentration,others_feature
1774,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.2,230.0,116.0,117.0,115.0,,,,,,,anatase (99),1.0,1.0,0.008333333,50.0,,,,,,,,,8.1,312,13.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,6.0,,,,,,
1775,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.2,230.0,116.0,117.0,115.0,,,,,,,anatase (99),1.0,1.0,0.008333333,50.0,,,,,,,,,8.1,336,14.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,6.0,,,,,,
1776,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.2,230.0,116.0,117.0,115.0,,,,,,,anatase (99),1.0,1.0,0.008333333,50.0,,,,,,,,,8.18,360,15.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,6.0,,,,,,
1777,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.2,230.0,116.0,117.0,115.0,,,,,,,anatase (99),1.0,1.0,0.008333333,50.0,,,,,,,,,8.18,384,16.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,6.0,,,,,,
1778,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.2,230.0,116.0,117.0,115.0,,,,,,,anatase (99),1.0,1.0,0.008333333,50.0,,,,,,,,,8.18,408,17.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,6.0,,,,,,
1779,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.2,230.0,116.0,117.0,115.0,,,,,,,anatase (99),1.0,1.0,0.008333333,50.0,,,,,,,,,8.18,432,18.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,6.0,,,,,,
1780,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.2,230.0,116.0,117.0,115.0,,,,,,,anatase (99),1.0,1.0,0.008333333,50.0,,,,,,,,,8.18,456,19.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,6.0,,,,,,
1781,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.2,230.0,116.0,117.0,115.0,,,,,,,anatase (99),1.0,1.0,0.008333333,50.0,,,,,,,,,8.18,480,20.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,6.0,,,,,,
1782,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.2,230.0,116.0,117.0,115.0,,,,,,,anatase (99),1.0,1.0,0.008333333,50.0,,,,,,,,,8.18,504,21.0,ASTM (paper),humic acid,8.0,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,6.0,,,,,,
1783,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.71,230.0,2992.0,3349.0,2635.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,24,1.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.06,,,,,,
1784,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,48,2.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.06,,,,,,
1785,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,72,3.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.06,,,,,,
1786,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,96,4.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.06,,,,,,
1787,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,120,5.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.06,,,,,,
1788,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,144,6.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.06,,,,,,
1789,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,168,7.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.06,,,,,,
1790,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,192,8.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.06,,,,,,
1791,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,216,9.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.06,,,,,,
1792,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,240,10.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.06,,,,,,
1793,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,264,11.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.06,,,,,,
1794,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,288,12.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.06,,,,,,
1795,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,312,13.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.06,,,,,,
1796,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,336,14.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.06,,,,,,
1797,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,360,15.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.06,,,,,,
1798,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,384,16.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.06,,,,,,
1799,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,408,17.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.06,,,,,,
1800,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,432,18.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.06,,,,,,
1801,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,456,19.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.06,,,,,,
1802,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,480,20.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.06,,,,,,
1803,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,504,21.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.06,,,,,,
1804,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.71,230.0,2992.0,3349.0,2635.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,24,1.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1805,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,48,2.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1806,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,72,3.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1807,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,96,4.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1808,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,120,5.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1809,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,144,6.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.2,,,,,,
1810,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,168,7.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.2,,,,,,
1811,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,192,8.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.2,,,,,,
1812,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,216,9.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.2,,,,,,
1813,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,240,10.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.2,,,,,,
1814,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,264,11.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.2,,,,,,
1815,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,288,12.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.2,,,,,,
1816,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,312,13.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.2,,,,,,
1817,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,336,14.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.2,,,,,,
1818,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,360,15.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.2,,,,,,
1819,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,384,16.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.2,,,,,,
1820,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,408,17.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.2,,,,,,
1821,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,432,18.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.2,,,,,,
1822,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,456,19.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.2,,,,,,
1823,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,480,20.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.2,,,,,,
1824,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,504,21.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,0.2,,,,,,
1825,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.71,230.0,2992.0,3349.0,2635.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,24,1.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1826,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,48,2.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1827,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,72,3.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1828,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,96,4.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1829,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,120,5.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1830,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,144,6.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1831,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,168,7.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1832,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,192,8.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1833,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,216,9.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1834,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,240,10.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1835,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,264,11.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1836,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,288,12.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1837,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,312,13.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1838,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,336,14.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1839,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,360,15.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1840,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,384,16.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1841,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,408,17.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1842,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,432,18.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1843,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,456,19.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1844,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,480,20.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1845,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.35,504,21.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,0.6,,,,,,
1846,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.71,230.0,2992.0,3349.0,2635.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,24,1.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,2.0,,,,,,
1847,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,48,2.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,0.0,2.0,,,,,,
1848,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,72,3.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,2.0,,,,,,
1849,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,96,4.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,2.0,,,,,,
1850,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,120,5.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,10.0,2.0,,,,,,
1851,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,144,6.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,20.0,2.0,,,,,,
1852,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.29,168,7.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,30.0,2.0,,,,,,
1853,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,192,8.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,30.0,2.0,,,,,,
1854,82,Crenox GmbH,MeOx,TiO2,6.0,,,,,,,,,,0.69,230.0,2583.0,9963.0,2203.0,,,,,,,anatase (99),1.0,1.0,72.0,50.0,,,,,,,,,8.27,216,9.0,ASTM (paper),,,1,24.0,50.0,,10.0,,1.0,,,2.333333333,20.0,,,,,30.0,2.0,,,,,,
