rownum,material,core_size,hydro_size,surf_charge,specific_surf_area,Hsf,Ec,Ev,MeO,assay,cell_line,cell_species,cell_origin,cell_type,time,dose,viability,toxicity
179,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,NRU,SH_SY5Y,Human,Bone,Cancer,3,60,125.9,nonToxic
180,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,NRU,SH_SY5Y,Human,Bone,Cancer,3,80,127.3,nonToxic
181,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,NRU,SH_SY5Y,Human,Bone,Cancer,3,100,118.14,nonToxic
182,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,NRU,SH_SY5Y,Human,Bone,Cancer,3,120,116.4,nonToxic
183,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,NRU,SH_SY5Y,Human,Bone,Cancer,3,150,116.4,nonToxic
184,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,24,0,100,nonToxic
185,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,24,20,105.5,nonToxic
186,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,24,40,95.67,nonToxic
187,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,24,60,102.71,nonToxic
188,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,24,80,106.58,nonToxic
189,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,24,100,99.89,nonToxic
190,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,24,120,114.67,nonToxic
191,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,24,150,119.59,nonToxic
192,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,6,0,100,nonToxic
193,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,6,20,93.91,nonToxic
194,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,6,40,92.16,nonToxic
195,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,6,60,95.67,nonToxic
196,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,6,80,90.05,nonToxic
197,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,6,100,88.29,nonToxic
198,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,6,120,103.06,nonToxic
199,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,6,150,90.75,nonToxic
200,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,3,0,100,nonToxic
201,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,3,20,107.9,nonToxic
202,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,3,40,101.6,nonToxic
203,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,3,60,105.1,nonToxic
204,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,3,80,103.06,nonToxic
205,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,3,100,94.97,nonToxic
206,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,3,120,95.32,nonToxic
207,TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,3,150,97.78,nonToxic
208,TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,MCF_10A,Human,Breast,Cancer,24,0,96.1027,nonToxic
209,TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,MCF_10A,Human,Breast,Cancer,24,150,80.5606,nonToxic
210,TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,MCF_10A,Human,Breast,Cancer,24,0,96.5641,nonToxic
211,TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,MCF_10A,Human,Breast,Cancer,24,150,96.0304,nonToxic
212,TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,WI_38,Human,Lung,Normal,24,0,94.1623,nonToxic
213,TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,WI_38,Human,Lung,Normal,24,150,75.8821,nonToxic
214,TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,WI_38,Human,Lung,Normal,24,0,94.7795,nonToxic
215,TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,WI_38,Human,Lung,Normal,24,150,79.0703,nonToxic
216,TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,Chang_Liver,Human,Liver,Normal,24,0,93.757,nonToxic
217,TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,Chang_Liver,Human,Liver,Normal,24,150,79.0703,nonToxic
218,TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,Chang_Liver,Human,Liver,Normal,24,0,95.6434,nonToxic
219,TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,Chang_Liver,Human,Liver,Normal,24,150,94.7002,nonToxic
220,TiO2,21,133,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,Chang_Liver,Human,Liver,Normal,24,0,93.757,nonToxic
221,TiO2,21,133,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,Chang_Liver,Human,Liver,Normal,24,150,59.1287,nonToxic
222,TiO2,21,133,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,Chang_Liver,Human,Liver,Normal,24,0,95.6434,nonToxic
223,TiO2,21,133,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,Chang_Liver,Human,Liver,Normal,24,150,93.2046,nonToxic
224,TiO2,21,327,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,Chang_Liver,Human,Liver,Normal,24,0,93.757,nonToxic
225,TiO2,21,327,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,Chang_Liver,Human,Liver,Normal,24,0,95.6434,nonToxic
226,TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,24,0,90.4,nonToxic
227,TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,24,1,91.1,nonToxic
228,TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,24,5,92.6,nonToxic
229,TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,24,10,89.6,nonToxic
230,TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,12,0,92.6,nonToxic
231,TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,12,1,93.9,nonToxic
232,TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,12,5,92.2,nonToxic
233,TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,12,10,92.5,nonToxic
234,TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,6,0,96.2,nonToxic
235,TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,6,1,97.3,nonToxic
236,TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,6,5,89.4,nonToxic
237,TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,6,10,91.5,nonToxic
238,TiO2,169.4,365,-13,9.8,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,0,100.7463,nonToxic
239,TiO2,169.4,365,-13,9.8,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,10,79.7761,nonToxic
240,TiO2,169.4,365,-13,9.8,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,100,58.6567,nonToxic
241,TiO2,169.4,365,-13,9.8,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,0,100.7463,nonToxic
242,TiO2,169.4,365,-13,9.8,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,10,83.1343,nonToxic
243,TiO2,169.4,365,-13,9.8,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,100,59.2537,nonToxic
244,TiO2,15.5,420,-12,107.4,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,0,100.7463,nonToxic
245,TiO2,15.5,420,-12,107.4,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,10,68.1343,nonToxic
246,TiO2,15.5,420,-12,107.4,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,100,38.0597,Toxic
247,TiO2,15.5,420,-12,107.4,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,0,100.7463,nonToxic
248,TiO2,15.5,420,-12,107.4,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,10,70.8955,nonToxic
249,TiO2,15.5,420,-12,107.4,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,100,40.6716,Toxic
250,TiO2,34.1,400,-12,48.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,0,100.7463,nonToxic
251,TiO2,34.1,400,-12,48.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,10,78.5821,nonToxic
252,TiO2,34.1,400,-12,48.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,100,45.5224,Toxic
253,TiO2,34.1,400,-12,48.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,0,100.7463,nonToxic
254,TiO2,34.1,400,-12,48.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,10,77.3881,nonToxic
255,TiO2,34.1,400,-12,48.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,100,48.4328,Toxic
256,TiO2,5.9,460,-12,280.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,0,100.7463,nonToxic
257,TiO2,5.9,460,-12,280.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,10,79.9254,nonToxic
258,TiO2,5.9,460,-12,280.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,100,48.2836,Toxic
259,TiO2,20,707,-12.1,50.4,-9.779,-4.16,-7.49,5.77,MTS,BEAS_2B,Human,Lung,Normal,24,0,100,nonToxic
260,TiO2,20,707,-12.1,50.4,-9.779,-4.16,-7.49,5.77,MTS,BEAS_2B,Human,Lung,Normal,24,10,99.27102057,nonToxic
261,TiO2,20,707,-12.1,50.4,-9.779,-4.16,-7.49,5.77,MTS,BEAS_2B,Human,Lung,Normal,24,30,100,nonToxic
262,TiO2,20,707,-12.1,50.4,-9.779,-4.16,-7.49,5.77,MTS,BEAS_2B,Human,Lung,Normal,24,100,96.7845017,nonToxic
263,TiO2,20,707,-12.1,50.4,-9.779,-4.16,-7.49,5.77,MTS,BEAS_2B,Human,Lung,Normal,24,300,79.74835231,nonToxic
264,TiO2,10,1457,-11,166,-9.779,-4.16,-7.49,5.77,MTS,BEAS_2B,Human,Lung,Normal,24,0,100,nonToxic
265,TiO2,10,1457,-11,166,-9.779,-4.16,-7.49,5.77,MTS,BEAS_2B,Human,Lung,Normal,24,10,94.68656716,nonToxic
266,TiO2,10,1457,-11,166,-9.779,-4.16,-7.49,5.77,MTS,BEAS_2B,Human,Lung,Normal,24,30,91.30348259,nonToxic
267,TiO2,10,1457,-11,166,-9.779,-4.16,-7.49,5.77,MTS,BEAS_2B,Human,Lung,Normal,24,100,96.75621891,nonToxic
268,TiO2,10,1457,-11,166,-9.779,-4.16,-7.49,5.77,MTS,BEAS_2B,Human,Lung,Normal,24,300,84.50746269,nonToxic
269,TiO2,20,338,-7.7,50.4,-9.779,-4.16,-7.49,5.77,MTS,RAW264_7,Mouse,Blood,Cancer,24,0,100,nonToxic
270,TiO2,20,338,-7.7,50.4,-9.779,-4.16,-7.49,5.77,MTS,RAW264_7,Mouse,Blood,Cancer,24,10,107.9472843,nonToxic
271,TiO2,20,338,-7.7,50.4,-9.779,-4.16,-7.49,5.77,MTS,RAW264_7,Mouse,Blood,Cancer,24,30,116.9728435,nonToxic
272,TiO2,20,338,-7.7,50.4,-9.779,-4.16,-7.49,5.77,MTS,RAW264_7,Mouse,Blood,Cancer,24,100,106.8590256,nonToxic
273,TiO2,20,338,-7.7,50.4,-9.779,-4.16,-7.49,5.77,MTS,RAW264_7,Mouse,Blood,Cancer,24,300,99.68051118,nonToxic
274,TiO2,10,262,-5.7,166,-9.779,-4.16,-7.49,5.77,MTS,RAW264_7,Mouse,Blood,Cancer,24,0,100,nonToxic
275,TiO2,10,262,-5.7,166,-9.779,-4.16,-7.49,5.77,MTS,RAW264_7,Mouse,Blood,Cancer,24,10,103.9594111,nonToxic
276,TiO2,10,262,-5.7,166,-9.779,-4.16,-7.49,5.77,MTS,RAW264_7,Mouse,Blood,Cancer,24,30,95.68245125,nonToxic
277,TiO2,10,262,-5.7,166,-9.779,-4.16,-7.49,5.77,MTS,RAW264_7,Mouse,Blood,Cancer,24,100,104.6756864,nonToxic
278,TiO2,10,262,-5.7,166,-9.779,-4.16,-7.49,5.77,MTS,RAW264_7,Mouse,Blood,Cancer,24,300,91.0465579,nonToxic
279,TiO2,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,0,101.5761,nonToxic
280,TiO2,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,6.25,76.5942,nonToxic
281,TiO2,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,12.5,82.4275,nonToxic
282,TiO2,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,25,76.721,nonToxic
283,TiO2,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,50,73.2971,nonToxic
284,TiO2,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,0,100.7394,nonToxic
285,TiO2,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,6.25,124.9775,nonToxic
286,TiO2,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,12.5,105.284,nonToxic
287,TiO2,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,25,106.9252,nonToxic
288,TiO2,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,50,101.6231,nonToxic
289,TiO2,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,0,101.5761,nonToxic
290,TiO2,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,6.25,91.4312,nonToxic
291,TiO2,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,12.5,89.2754,nonToxic
292,TiO2,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,25,90.7971,nonToxic
293,TiO2,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,50,81.9837,nonToxic
294,TiO2,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,0,100.9919,nonToxic
295,TiO2,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,6.25,119.4229,nonToxic
296,TiO2,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,12.5,117.4031,nonToxic
297,TiO2,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,25,111.7538,nonToxic
298,TiO2,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,50,99.5401,nonToxic
299,TiO2,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,0,101.7029,nonToxic
300,TiO2,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,6.25,68.4783,nonToxic
301,TiO2,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,12.5,57.6993,nonToxic
302,TiO2,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,25,51.6123,nonToxic
303,TiO2,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,50,44.5109,Toxic
304,TiO2,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,0,100.8656,nonToxic
305,TiO2,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,6.25,102.3805,nonToxic
306,TiO2,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,12.5,90.2615,nonToxic
307,TiO2,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,25,88.1154,nonToxic
308,TiO2,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,50,80.5095,nonToxic
309,TiO2,5.9,460,-12,280.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,0,100.7463,nonToxic
310,TiO2,5.9,460,-12,280.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,10,78.6567,nonToxic
311,TiO2,5.9,460,-12,280.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,100,44.3284,Toxic
312,TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,24,0.1,102.5502,nonToxic
313,TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,24,1,87.8069,nonToxic
314,TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,24,10,71.2139,nonToxic
315,TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,24,0.1,79.6464,nonToxic
316,TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,24,1,73.7708,nonToxic
317,TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,24,10,75.6749,nonToxic
318,TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,0.1,107.3156,nonToxic
319,TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,1,116.3194,nonToxic
320,TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,10,90.5247,nonToxic
321,TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,100,116.8061,nonToxic
322,TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,0.1,100.0152,nonToxic
323,TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,1,86.1445,nonToxic
324,TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,10,86.0837,nonToxic
325,TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,100,106.5856,nonToxic
326,TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,48,0.1,103.6437,nonToxic
327,TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,48,1,99.1734,nonToxic
328,TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,48,10,104.3185,nonToxic
329,TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,48,100,83.3333,nonToxic
330,TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,24,0.1,93.8597,nonToxic
331,TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,24,1,90.2159,nonToxic
332,TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,24,10,101.9568,nonToxic
333,TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,48,0.1,106.0908,nonToxic
334,TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,48,1,101.839,nonToxic
335,TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,48,10,103.9649,nonToxic
336,TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,48,100,124.7174,nonToxic
337,TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,0.1,116.2139,nonToxic
338,TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,1,91.4122,nonToxic
339,TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,10,93.0319,nonToxic
340,TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,100,105.9895,nonToxic
341,ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,24,0.001,93.5233,nonToxic
342,ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,24,0.01,98.7047,nonToxic
343,ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,24,0.1,97.4093,nonToxic
344,ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,24,1,97.9275,nonToxic
345,ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,24,5,72.2798,nonToxic
346,ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,24,10,62.4352,nonToxic
347,ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,24,20,43.7824,Toxic
348,ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,24,50,28.7565,Toxic
349,ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,24,100,22.5389,Toxic
350,ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,12,0.001,96.1039,nonToxic
351,ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,12,0.01,98.1818,nonToxic
352,ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,12,0.1,101.039,nonToxic
353,ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,12,1,99.2208,nonToxic
354,ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,12,5,92.7273,nonToxic
355,ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,12,10,75.3247,nonToxic
356,ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,12,20,64.1558,nonToxic
357,ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,12,50,36.6234,Toxic
358,ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,12,100,33.5065,Toxic
359,ZnO,115,360,-10,14.4,-3.608,-3.89,-7.2,5.67,CyQuant,HONDC,Human,Nose,Normal,24,10,105.62,nonToxic
